feature importance	biomolecule
0	COG4
0	COG5
0	COG6
0	COG7
0	COG8
0	COIL
0	COL10A1
0	COL11A2
0	COL17A1
0	COL18A1
0	COL23A1
0	COL4A1
0	COL4A3
0	COL4A4
0	COL5A3
0	COL6A1
0	COL6A2
0	COL6A3
0	COL7A1
0	COL8A2
0	COL9A2
0	COL9A3
0	COLEC12
0	COLGALT1
0	COLGALT2
0	COLQ
0	COMMD1
0	COMMD10
0	COMMD2
0	COMMD3
0	COMMD3-BMI1
0	COMMD4
0	COMMD5
0	COMMD6
0	COMMD7
0	COMMD8
0	COMMD9
0	COMT
0	COMTD1
0	COP1
0	COPB1
0	COPB2
0	COPE
0	COPG2
0	COPRS
0	COPS2
0	COPS3
0	COPS4
0	COPS5
0	COPS6
0	COPS7A
0	COPS7B
0	COPS8
0	COPS9
0	COPZ1
0	COPZ2
0	COQ10A
0	COQ10B
0	COQ2
0	COQ3
0	COQ4
0	COQ5
0	COQ6
0	COQ7
0	COQ8A
0	COQ8B
0	COQ9
0	CORIN
0	CORO1A
0	CORO1B
0	CORO1C
0	CORO2B
0	CORO6
0	CORO7
0	CORO7-PAM16
0	COTL1
0	COX10
0	COX11
0	COX14
0	COX15
0	COX16
0	COX17
0	COX18
0	COX19
0	COX20
0	COX4I1
0	COX5A
0	COX5B
0	COX6B1
0	COX6B2
0	COX6C
0	COX7A2L
0	COX7B
0	COX7C
0	COX8A
0	CPA3
0	CPA5
0	CPAMD8
0	CPD
0	CPE
0	CPEB2
0	CPEB3
0	CPEB4
0	CPED1
0	CPLANE1
0	CPLANE2
0	CPLX3
0	CPM
0	CPNE1
0	CPNE3
0	CPNE5
0	CPNE8
0	CPOX
0	CPPED1
0	CPQ
0	CPSF1
0	CPSF2
0	CPSF3
0	CPSF4
0	CPSF6
0	CPSF7
0	CPT1A
0	CPT1B
0	CPT2
0	CPTP
0	CR1
0	CR1L
0	CR2
0	CRABP2
0	CRACD
0	CRACDL
0	CRACR2A
0	CRACR2B
0	CRADD
0	CRAMP1
0	CRAT
0	CRBN
0	CRCP
0	CREB3
0	CREB3L2
0	CREB3L4
0	CREB5
0	CREBBP
0	CREBL2
0	CREBRF
0	CREBZF
0	CRELD1
0	CRELD2
0	CREM
0	CRHBP
0	CRIM1
0	CRIP1
0	CRIP2
0	CRIP3
0	CRIPT
0	CRISP2
0	CRISP3
0	CRISPLD2
0	CRK
0	CRKL
0	CRLF3
0	CRLS1
0	CRNKL1
0	CROCC
0	CROT
0	CRPPA
0	CRTAM
0	CRTC1
0	CRTC2
0	CRX
0	CRY1
0	CRY2
0	CRYBB2
0	CRYBG1
0	CRYBG2
0	CRYBG3
0	CRYGS
0	CRYL1
0	CRYM
0	CRYZL1
0	CRYZL2P-SEC16B
0	CS
0	CSAD
0	CSDE1
0	CSE1L
0	CSF1
0	CSF1R
0	CSF2RA
0	CSF2RB
0	CSF3R
0	CSGALNACT1
0	CSGALNACT2
0	CSK
0	CSKMT
0	CSNK1A1
0	CSNK1D
0	CSNK1E
0	CSNK1G1
0	CSNK1G2
0	CSNK1G3
0	CSNK2A1
0	CSNK2A2
0	CSNK2B
0	CSPP1
0	CSRNP1
0	CSRNP2
0	CSRP1
0	CST3
0	CST7
0	CSTA
0	CSTB
0	CSTF1
0	CSTF2
0	CSTF3
0	CTAGE4
0	CTBP1
0	CTBP2
0	CTC1
0	CTCF
0	CTDNEP1
0	CTDP1
0	CTDSP2
0	CTDSPL2
0	CTF1
0	CTH
0	CTIF
0	CTLA4
0	CTNNA1
0	CTNNAL1
0	CTNNBIP1
0	CTNNBL1
0	CTNND1
0	CTNS
0	CTPS1
0	CTPS2
0	CTR9
0	CTRC
0	CTRL
0	CTSA
0	CTSB
0	CTSC
0	CTSD
0	CTSF
0	CTSG
0	CTSH
0	CTSK
0	CTSL
0	CTSO
0	CTSS
0	CTSW
0	CTSZ
0	CTTN
0	CTTNBP2NL
0	CTU2
0	CUBN
0	CUEDC1
0	CUEDC2
0	CUL1
0	CUL2
0	CUL3
0	CUL4A
0	CUL4B
0	CUL5
0	CUL7
0	CUL9
0	CUTA
0	CUTC
0	CUX1
0	CUZD1
0	CWC15
0	CWC22
0	CWC25
0	CWC27
0	CWF19L2
0	CX3CR1
0	CXCL1
0	CXCL10
0	CXCL2
0	CXCL3
0	CXCL5
0	CXCL6
0	CXCL8
0	CXCL9
0	CXCR1
0	CXCR2
0	CXCR3
0	CXCR5
0	CXCR6
0	CXXC1
0	CXXC5
0	CXorf21
0	CXorf38
0	CXorf56
0	CXorf65
0	CYB561A3
0	CYB561D1
0	CYB5A
0	CYB5B
0	CYB5D1
0	CYB5D2
0	CYB5R1
0	CYB5R2
0	CYB5R3
0	CYB5R4
0	CYB5RL
0	CYBA
0	CYBB
0	CYBC1
0	CYBRD1
0	CYC1
0	CYCS
0	CYFIP1
0	CYHR1
0	CYLD
0	CYP19A1
0	CYP1A1
0	CYP1B1
0	CYP20A1
0	CYP21A2
0	CYP27A1
0	CYP2C9
0	CYP2D6
0	CYP2D7
0	CYP2R1
0	CYP2S1
0	CYP2U1
0	CYP3A5
0	CYP4F12
0	CYP4F3
0	CYP4V2
0	CYP51A1
0	CYREN
0	CYRIA
0	CYRIB
0	CYSLTR1
0	CYSLTR2
0	CYTH1
0	CYTH2
0	CYTH3
0	CYTH4
0	CYTL1
0	CYYR1
0	CZIB
0	D2HGDH
0	DAAM1
0	DAAM2
0	DAB1
0	DAB2
0	DACH1
0	DACT1
0	DAD1
0	DAG1
0	DAGLA
0	DAGLB
0	DAND5
0	DAP
0	DAP3
0	DAPK1
0	DAPK3
0	DAPP1
0	DARS1
0	DARS2
0	DAXX
0	DAZAP1
0	DAZAP2
0	DBF4
0	DBF4B
0	DBI
0	DBN1
0	DBNDD1
0	DBNDD2
0	DBNL
0	DBP
0	DBR1
0	DBT
0	DCAF1
0	DCAF10
0	DCAF11
0	DCAF12
0	DCAF13
0	DCAF15
0	DCAF16
0	DCAF17
0	DCAF4L1
0	DCAF5
0	DCAF6
0	DCAF7
0	DCAF8
0	DCAKD
0	DCBLD1
0	DCBLD2
0	DCDC2B
0	DCHS1
0	DCK
0	DCLRE1B
0	DCLRE1C
0	DCP1A
0	DCP1B
0	DCP2
0	DCPS
0	DCST2
0	DCTD
0	DCTN1
0	DCTN2
0	DCTN4
0	DCTN5
0	DCTPP1
0	DCUN1D1
0	DCUN1D3
0	DCUN1D4
0	DCUN1D5
0	DCXR
0	DDA1
0	DDAH2
0	DDB1
0	DDB2
0	DDHD1
0	DDHD2
0	DDI2
0	DDIAS
0	DDIT3
0	DDIT4
0	DDO
0	DDOST
0	DDR1
0	DDR2
0	DDT
0	DDTL
0	DDX1
0	DDX10
0	DDX17
0	DDX18
0	DDX19A
0	DDX19B
0	DDX20
0	DDX21
0	DDX23
0	DDX24
0	DDX27
0	DDX28
0	DDX31
0	DDX39A
0	DDX39B
0	DDX3X
0	DDX41
0	DDX42
0	DDX43
0	DDX46
0	DDX49
0	DDX5
0	DDX51
0	DDX52
0	DDX54
0	DDX55
0	DDX56
0	DDX58
0	DDX59
0	DDX6
0	DDX60
0	DDX60L
0	DEAF1
0	DECR1
0	DECR2
0	DEDD
0	DEDD2
0	DEF6
0	DEF8
0	DEFA1
0	DEFA1B
0	DEFA3
0	DEGS1
0	DEK
0	DELE1
0	DENND10
0	DENND11
0	DENND1A
0	DENND1B
0	DENND1C
0	DENND2A
0	DENND2B
0	DENND2C
0	DENND2D
0	DENND3
0	DENND4A
0	DENND4B
0	DENND4C
0	DENND5A
0	DENND5B
0	DENND6A
0	DENND6B
0	DENR
0	DEPDC1
0	DEPDC1B
0	DEPDC5
0	DEPDC7
0	DEPP1
0	DEPTOR
0	DERA
0	DERL1
0	DERL2
0	DERPC
0	DES
0	DESI1
0	DESI2
0	DET1
0	DEXI
0	DFFA
0	DFFB
0	DGAT1
0	DGAT2
0	DGCR2
0	DGCR6L
0	DGCR8
0	DGKA
0	DGKD
0	DGKE
0	DGKG
0	DGKK
0	DGKQ
0	DGKZ
0	DGLUCY
0	DGUOK
0	DHDDS
0	DHFR
0	DHFR2
0	DHPS
0	DHRS11
0	DHRS12
0	DHRS13
0	DHRS3
0	DHRS4
0	DHRS4L2
0	DHRS7
0	DHRS7B
0	DHRS9
0	DHRSX
0	DHTKD1
0	DHX15
0	DHX16
0	DHX29
0	DHX30
0	DHX32
0	DHX34
0	DHX35
0	DHX36
0	DHX37
0	DHX38
0	DHX40
0	DHX57
0	DHX58
0	DHX8
0	DHX9
0	DIAPH1
0	DIAPH2
0	DIAPH3
0	DICER1
0	DIDO1
0	DIMT1
0	DIP2A
0	DIP2B
0	DIP2C
0	DIPK2A
0	DIPK2B
0	DIRAS1
0	DIS3
0	DIS3L
0	DIS3L2
0	DISC1
0	DISP2
0	DIXDC1
0	DKC1
0	DLAT
0	DLC1
0	DLD
0	DLEC1
0	DLG1
0	DLG4
0	DLG5
0	DLGAP3
0	DLGAP4
0	DLGAP5
0	DLK2
0	DLST
0	DMAC1
0	DMAC2
0	DMAC2L
0	DMAP1
0	DMC1
0	DMPK
0	DMRTC2
0	DMTF1
0	DMTN
0	DMWD
0	DMXL1
0	DMXL2
0	DNA2
0	DNAAF2
0	DNAAF5
0	DNAH1
0	DNAH10
0	DNAH17
0	DNAH6
0	DNAH7
0	DNAH8
0	DNAI4
0	DNAJA1
0	DNAJA2
0	DNAJA3
0	DNAJA4
0	DNAJB1
0	DNAJB11
0	DNAJB14
0	DNAJB2
0	DNAJB4
0	DNAJB5
0	DNAJB6
0	DNAJB9
0	DNAJC1
0	DNAJC10
0	DNAJC11
0	DNAJC13
0	DNAJC14
0	DNAJC15
0	DNAJC17
0	DNAJC18
0	DNAJC19
0	DNAJC2
0	DNAJC21
0	DNAJC22
0	DNAJC25
0	DNAJC27
0	DNAJC28
0	DNAJC3
0	DNAJC30
0	DNAJC5
0	DNAJC6
0	DNAJC7
0	DNAJC8
0	DNAJC9
0	DNAL1
0	DNAL4
0	DNASE1
0	DNASE1L1
0	DNASE1L2
0	DNASE1L3
0	DNASE2
0	DND1
0	DNHD1
0	DNLZ
0	DNM1
0	DNM1L
0	DNM2
0	DNM3
0	DNMBP
0	DNMT1
0	DNMT3A
0	DNMT3B
0	DNPEP
0	DNTTIP1
0	DNTTIP2
0	DOC2B
0	DOCK1
0	DOCK10
0	DOCK11
0	DOCK4
0	DOCK5
0	DOCK6
0	DOCK7
0	DOCK8
0	DOCK9
0	DOHH
0	DOK2
0	DOK4
0	DOK6
0	DOLK
0	DOLPP1
0	DONSON
0	DOP1B
0	DOT1L
0	DPAGT1
0	DPCD
0	DPEP2
0	DPEP3
0	DPF2
0	DPH1
0	DPH2
0	DPH3
0	DPH3P1
0	DPH5
0	DPH6
0	DPH7
0	DPM1
0	DPM2
0	DPM3
0	DPP3
0	DPP4
0	DPP8
0	DPP9
0	DPPA4
0	DPY19L1
0	DPY19L2
0	DPY19L3
0	DPY19L4
0	DPY30
0	DPYD
0	DPYSL2
0	DR1
0	DRAM2
0	DRAP1
0	DRAXIN
0	DRC7
0	DRG1
0	DRG2
0	DRICH1
0	DROSHA
0	DSC2
0	DSCC1
0	DSE
0	DSEL
0	DSP
0	DST
0	DSTN
0	DSTYK
0	DTD1
0	DTL
0	DTNA
0	DTNB
0	DTWD1
0	DTWD2
0	DTX1
0	DTX2
0	DTX3
0	DTX3L
0	DTYMK
0	DUS1L
0	DUS3L
0	DUS4L
0	DUS4L-BCAP29
0	DUSP1
0	DUSP10
0	DUSP11
0	DUSP12
0	DUSP13
0	DUSP14
0	DUSP18
0	DUSP19
0	DUSP2
0	DUSP22
0	DUSP23
0	DUSP28
0	DUSP3
0	DUSP4
0	DUSP5
0	DUSP6
0	DUSP7
0	DUSP8
0	DUT
0	DVL2
0	DVL3
0	DXO
0	DYM
0	DYNC1H1
0	DYNC1I1
0	DYNC1I2
0	DYNC1LI1
0	DYNC1LI2
0	DYNC2H1
0	DYNC2I1
0	DYNC2I2
0	DYNC2LI1
0	DYNLL1
0	DYNLL2
0	DYNLRB1
0	DYNLT1
0	DYNLT3
0	DYRK1A
0	DYRK1B
0	DYRK2
0	DYRK3
0	DYRK4
0	DYSF
0	DZANK1
0	DZIP3
0	E2F1
0	E2F2
0	E2F3
0	E2F4
0	E2F5
0	E2F6
0	E2F7
0	E2F8
0	E4F1
0	EAF1
0	EAF2
0	EAPP
0	EARS2
0	EBAG9
0	EBF1
0	EBF4
0	EBLN2
0	EBNA1BP2
0	EBP
0	EBPL
0	ECE1
0	ECH1
0	ECHDC1
0	ECHDC2
0	ECHDC3
0	ECHS1
0	ECI1
0	ECM1
0	ECPAS
0	ECSIT
0	ECT2
0	EDAR
0	EDARADD
0	EDC3
0	EDC4
0	EDEM1
0	EDEM3
0	EDF1
0	EDNRB
0	EDRF1
0	EEA1
0	EEF1A1
0	EEF1AKMT1
0	EEF1AKMT2
0	EEF1AKMT4
0	EEF1AKNMT
0	EEF1B2
0	EEF1D
0	EEF1E1
0	EEF1G
0	EEF2
0	EEF2K
0	EEF2KMT
0	EEFSEC
0	EEPD1
0	EFCAB11
0	EFCAB12
0	EFCAB13
0	EFCAB14
0	EFCAB2
0	EFCAB5
0	EFCAB7
0	EFCAB8
0	EFEMP2
0	EFHC1
0	EFHD2
0	EFL1
0	EFNA1
0	EFNA3
0	EFNA4
0	EFNA5
0	EFNB1
0	EFNB2
0	EFR3A
0	EFR3B
0	EFTUD2
0	EGF
0	EGFL7
0	EGFL8
0	EGLN1
0	EGLN2
0	EGLN3
0	EGR1
0	EGR2
0	EGR3
0	EHBP1
0	EHBP1L1
0	EHD1
0	EHD2
0	EHD3
0	EHD4
0	EHHADH
0	EHMT1
0	EHMT2
0	EI24
0	EID1
0	EID2
0	EID2B
0	EID3
0	EIF1
0	EIF1AD
0	EIF1AX
0	EIF1AY
0	EIF1B
0	EIF2A
0	EIF2AK1
0	EIF2AK2
0	EIF2AK3
0	EIF2AK4
0	EIF2B1
0	EIF2B2
0	EIF2B3
0	EIF2B4
0	EIF2B5
0	EIF2S1
0	EIF2S2
0	EIF2S3
0	EIF3A
0	EIF3B
0	EIF3C
0	EIF3CL
0	EIF3D
0	EIF3E
0	EIF3F
0	EIF3G
0	EIF3H
0	EIF3I
0	EIF3J
0	EIF3K
0	EIF3L
0	EIF3M
0	EIF4A1
0	EIF4A2
0	EIF4A3
0	EIF4B
0	EIF4E
0	EIF4E2
0	EIF4E3
0	EIF4EBP1
0	EIF4EBP2
0	EIF4EBP3
0	EIF4ENIF1
0	EIF4G1
0	EIF4G2
0	EIF4H
0	EIF5
0	EIF5A
0	EIF5A2
0	EIF5AL1
0	EIF5B
0	EIF6
0	EIPR1
0	ELAC1
0	ELAC2
0	ELANE
0	ELAPOR1
0	ELAPOR2
0	ELAVL1
0	ELF1
0	ELF2
0	ELF3
0	ELK1
0	ELK3
0	ELK4
0	ELL
0	ELL2
0	ELL3
0	ELMO1
0	ELMO3
0	ELMOD1
0	ELMOD2
0	ELMOD3
0	ELOA
0	ELOB
0	ELOC
0	ELOF1
0	ELOVL1
0	ELOVL3
0	ELOVL4
0	ELOVL6
0	ELOVL7
0	ELP1
0	ELP2
0	ELP4
0	ELP5
0	ELP6
0	EMB
0	EMC1
0	EMC10
0	EMC2
0	EMC3
0	EMC4
0	EMC6
0	EMC7
0	EMC8
0	EMC9
0	EMD
0	EME1
0	EMG1
0	EMID1
0	EMILIN1
0	EMILIN2
0	EML2
0	EML3
0	EML4
0	EML5
0	EML6
0	EMP1
0	EMP2
0	EMP3
0	EMSY
0	ENAH
0	ENC1
0	ENDOD1
0	ENDOG
0	ENDOV
0	ENG
0	ENGASE
0	ENHO
0	ENKD1
0	ENKUR
0	ENO1
0	ENO2
0	ENO3
0	ENOPH1
0	ENOSF1
0	ENOX2
0	ENPEP
0	ENPP2
0	ENPP3
0	ENPP4
0	ENPP5
0	ENSA
0	ENTPD1
0	ENTPD2
0	ENTPD4
0	ENTPD5
0	ENTPD6
0	ENTPD7
0	ENTR1
0	ENY2
0	EOGT
0	EOLA1
0	EOLA2
0	EP300
0	EP400
0	EPAS1
0	EPB41
0	EPB41L2
0	EPB41L3
0	EPB41L5
0	EPB42
0	EPC1
0	EPC2
0	EPDR1
0	EPG5
0	EPHA1
0	EPHA10
0	EPHA4
0	EPHA6
0	EPHB1
0	EPHB2
0	EPHB4
0	EPHB6
0	EPHX1
0	EPHX2
0	EPM2A
0	EPM2AIP1
0	EPN1
0	EPN2
0	EPOP
0	EPOR
0	EPPK1
0	EPRS1
0	EPS15
0	EPS15L1
0	EPS8
0	EPS8L1
0	EPS8L2
0	EPSTI1
0	ERAL1
0	ERAP2
0	ERBB2
0	ERBIN
0	ERC1
0	ERCC1
0	ERCC2
0	ERCC3
0	ERCC4
0	ERCC5
0	ERCC6
0	ERCC6L
0	ERCC6L2
0	ERCC8
0	EREG
0	ERF
0	ERFL
0	ERG
0	ERG28
0	ERGIC1
0	ERGIC2
0	ERGIC3
0	ERH
0	ERI1
0	ERI2
0	ERI3
0	ERICH1
0	ERLEC1
0	ERLIN2
0	ERMAP
0	ERMARD
0	ERMN
0	ERMP1
0	ERN1
0	ERO1A
0	ERO1B
0	ERP27
0	ERP29
0	ERP44
0	ERRFI1
0	ERV3-1
0	ERV3-1-ZNF117
0	ERVW-1
0	ESAM
0	ESCO1
0	ESCO2
0	ESD
0	ESF1
0	ESM1
0	ESPL1
0	ESR1
0	ESR2
0	ESRRA
0	ESS2
0	ESYT1
0	ESYT2
0	ETAA1
0	ETF1
0	ETFA
0	ETFB
0	ETFBKMT
0	ETFDH
0	ETFRF1
0	ETHE1
0	ETNK1
0	ETNK2
0	ETS1
0	ETS2
0	ETV3
0	ETV5
0	ETV6
0	ETV7
0	EVA1B
0	EVA1C
0	EVC
0	EVC2
0	EVI2A
0	EVI2B
0	EVI5
0	EVI5L
0	EVL
0	EWSR1
0	EXD1
0	EXD2
0	EXD3
0	EXO1
0	EXO5
0	EXOC1
0	EXOC2
0	EXOC3
0	EXOC3L2
0	EXOC4
0	EXOC5
0	EXOC6
0	EXOC6B
0	EXOC7
0	EXOC8
0	EXOG
0	EXOSC1
0	EXOSC10
0	EXOSC2
0	EXOSC3
0	EXOSC4
0	EXOSC5
0	EXOSC6
0	EXOSC7
0	EXOSC8
0	EXOSC9
0	EXPH5
0	EXT1
0	EXTL2
0	EXTL3
0	EYA3
0	EYS
0	EZH1
0	EZH2
0	EZR
0	F11R
0	F13A1
0	F2R
0	F2RL1
0	F2RL3
0	F5
0	F8
0	F8A1
0	F8A3
0	FAAH
0	FAAH2
0	FAAP100
0	FAAP20
0	FAAP24
0	FABP2
0	FABP5
0	FADS1
0	FADS2
0	FADS3
0	FAF1
0	FAF2
0	FAH
0	FAHD1
0	FAHD2A
0	FAHD2B
0	FAIM
0	FAM102A
0	FAM102B
0	FAM104A
0	FAM104B
0	FAM106A
0	FAM107B
0	FAM110A
0	FAM110B
0	FAM110C
0	FAM111A
0	FAM111B
0	FAM114A1
0	FAM114A2
0	FAM117A
0	FAM117B
0	FAM118A
0	FAM118B
0	FAM120A
0	FAM120AOS
0	FAM120B
0	FAM120C
0	FAM122A
0	FAM122B
0	FAM122C
0	FAM126A
0	FAM126B
0	FAM131B
0	FAM133B
0	FAM135A
0	FAM136A
0	FAM13A
0	FAM13B
0	FAM149B1
0	FAM151B
0	FAM156A
0	FAM156B
0	FAM160A1
0	FAM160A2
0	FAM160B1
0	FAM160B2
0	FAM161A
0	FAM161B
0	FAM162A
0	FAM167A
0	FAM168A
0	FAM168B
0	FAM169A
0	FAM169B
0	FAM171A1
0	FAM172A
0	FAM174A
0	FAM174B
0	FAM177A1
0	FAM177B
0	FAM184A
0	FAM189B
0	FAM193A
0	FAM193B
0	FAM199X
0	FAM200A
0	FAM200B
0	FAM204A
0	FAM207A
0	FAM209A
0	FAM209B
0	FAM20B
0	FAM20C
0	FAM210A
0	FAM210B
0	FAM214A
0	FAM214B
0	FAM216A
0	FAM217B
0	FAM219B
0	FAM220A
0	FAM221A
0	FAM222B
0	FAM227A
0	FAM227B
0	FAM228B
0	FAM229B
0	FAM234A
0	FAM234B
0	FAM241A
0	FAM241B
0	FAM24B
0	FAM3A
0	FAM3B
0	FAM3C
0	FAM43A
0	FAM47E-STBD1
0	FAM50A
0	FAM50B
0	FAM53B
0	FAM53C
0	FAM71F2
0	FAM72A
0	FAM72B
0	FAM72C
0	FAM72D
0	FAM76A
0	FAM76B
0	FAM78A
0	FAM81B
0	FAM83D
0	FAM83F
0	FAM83G
0	FAM83H
0	FAM86B1
0	FAM89B
0	FAM8A1
0	FAM90A1
0	FAM91A1
0	FAM98A
0	FAM98B
0	FAM98C
0	FAN1
0	FANCA
0	FANCB
0	FANCC
0	FANCD2
0	FANCE
0	FANCF
0	FANCG
0	FANCL
0	FANCM
0	FAP
0	FAR1
0	FAR2
0	FARP1
0	FARP2
0	FARS2
0	FARSA
0	FARSB
0	FAS
0	FASLG
0	FASN
0	FASTK
0	FASTKD1
0	FASTKD2
0	FASTKD3
0	FASTKD5
0	FAT2
0	FAU
0	FAXC
0	FAXDC2
0	FBF1
0	FBH1
0	FBL
0	FBLIM1
0	FBLN5
0	FBLN7
0	FBN1
0	FBN2
0	FBP1
0	FBRS
0	FBRSL1
0	FBXL12
0	FBXL13
0	FBXL14
0	FBXL15
0	FBXL16
0	FBXL17
0	FBXL18
0	FBXL19
0	FBXL2
0	FBXL20
0	FBXL22
0	FBXL3
0	FBXL4
0	FBXL5
0	FBXL6
0	FBXL8
0	FBXO10
0	FBXO11
0	FBXO17
0	FBXO2
0	FBXO21
0	FBXO22
0	FBXO24
0	FBXO25
0	FBXO27
0	FBXO28
0	FBXO3
0	FBXO30
0	FBXO31
0	FBXO33
0	FBXO34
0	FBXO36
0	FBXO38
0	FBXO39
0	FBXO4
0	FBXO40
0	FBXO41
0	FBXO44
0	FBXO45
0	FBXO46
0	FBXO48
0	FBXO5
0	FBXO6
0	FBXO8
0	FBXO9
0	FBXW2
0	FBXW4
0	FBXW5
0	FBXW7
0	FBXW8
0	FBXW9
0	FCAR
0	FCER2
0	FCF1
0	FCGBP
0	FCGR1A
0	FCGR2A
0	FCGR2B
0	FCGR2C
0	FCGR3A
0	FCGR3B
0	FCGRT
0	FCHO1
0	FCHO2
0	FCHSD1
0	FCHSD2
0	FCN1
0	FCRL1
0	FCRL3
0	FCRL5
0	FCRL6
0	FCRLA
0	FCRLB
0	FCSK
0	FDFT1
0	FDPS
0	FDX1
0	FDX2
0	FDXACB1
0	FDXR
0	FECH
0	FEM1A
0	FEM1B
0	FEM1C
0	FEN1
0	FER
0	FERMT3
0	FES
0	FEZ1
0	FEZ2
0	FFAR2
0	FFAR3
0	FFAR4
0	FGD2
0	FGD3
0	FGD4
0	FGD6
0	FGF11
0	FGF13
0	FGF2
0	FGF7
0	FGFBP2
0	FGFBP3
0	FGFR1
0	FGFR1OP2
0	FGFR4
0	FGFRL1
0	FGGY
0	FGL2
0	FGR
0	FH
0	FHDC1
0	FHIT
0	FHL1
0	FHL2
0	FHL3
0	FHOD1
0	FIBP
0	FICD
0	FIG4
0	FIGNL1
0	FIGNL2
0	FILIP1L
0	FIP1L1
0	FIS1
0	FITM1
0	FITM2
0	FIZ1
0	FKBP11
0	FKBP15
0	FKBP1A
0	FKBP1B
0	FKBP2
0	FKBP3
0	FKBP4
0	FKBP5
0	FKBP7
0	FKBP8
0	FKBP9
0	FKBPL
0	FKRP
0	FKTN
0	FLACC1
0	FLAD1
0	FLCN
0	FLI1
0	FLII
0	FLJ44635
0	FLNA
0	FLNB
0	FLOT1
0	FLOT2
0	FLRT2
0	FLT1
0	FLT3
0	FLT3LG
0	FLT4
0	FLVCR1
0	FLVCR2
0	FLYWCH1
0	FLYWCH2
0	FMC1
0	FMC1-LUC7L2
0	FMN1
0	FMNL1
0	FMNL2
0	FMNL3
0	FMO4
0	FMO5
0	FMR1
0	FN3K
0	FN3KRP
0	FNBP1
0	FNBP1L
0	FNBP4
0	FNDC10
0	FNDC3A
0	FNDC3B
0	FNIP1
0	FNIP2
0	FNTA
0	FNTB
0	FOCAD
0	FOLR2
0	FOLR3
0	FOS
0	FOSB
0	FOSL1
0	FOXC1
0	FOXD2
0	FOXH1
0	FOXJ2
0	FOXJ3
0	FOXK1
0	FOXK2
0	FOXM1
0	FOXN2
0	FOXN3
0	FOXO1
0	FOXO3
0	FOXO3B
0	FOXO4
0	FOXP1
0	FOXP3
0	FOXP4
0	FOXRED1
0	FOXRED2
0	FPGS
0	FPGT
0	FPR1
0	FPR2
0	FRA10AC1
0	FRAT1
0	FRAT2
0	FRG1
0	FRK
0	FRMD3
0	FRMD4A
0	FRMD4B
0	FRMPD3
0	FRRS1
0	FRS2
0	FRS3
0	FRY
0	FRYL
0	FSCN1
0	FSD1
0	FSD1L
0	FSD2
0	FSTL1
0	FSTL3
0	FSTL4
0	FTCDNL1
0	FTH1
0	FTL
0	FTSJ1
0	FTSJ3
0	FUBP1
0	FUBP3
0	FUCA1
0	FUCA2
0	FUNDC1
0	FUNDC2
0	FUOM
0	FURIN
0	FUS
0	FUT1
0	FUT10
0	FUT2
0	FUT4
0	FUT6
0	FUT7
0	FUT8
0	FUZ
0	FXR1
0	FXYD5
0	FXYD6
0	FYB1
0	FYCO1
0	FYN
0	FZD1
0	FZD2
0	FZD3
0	FZD4
0	FZD5
0	FZD6
0	FZR1
0	G0S2
0	G2E3
0	G3BP1
0	G3BP2
0	G6PC3
0	G6PD
0	GAA
0	GAB1
0	GAB2
0	GAB3
0	GABARAP
0	GABPA
0	GABPB1
0	GABPB2
0	GABRR2
0	GADD45A
0	GADD45B
0	GADD45G
0	GADD45GIP1
0	GAK
0	GALE
0	GALK1
0	GALK2
0	GALM
0	GALNT1
0	GALNT10
0	GALNT11
0	GALNT12
0	GALNT14
0	GALNT16
0	GALNT2
0	GALNT3
0	GALNT4
0	GALNT6
0	GALNT7
0	GALT
0	GAMT
0	GAN
0	GANAB
0	GANC
0	GAPDH
0	GAPT
0	GAPVD1
0	GAR1
0	GAREM2
0	GARRE1
0	GARS1
0	GART
0	GAS2L1
0	GAS2L3
0	GAS6
0	GAS7
0	GAS8
0	GASK1B
0	GATA1
0	GATA2
0	GATA3
0	GATAD1
0	GATAD2A
0	GATAD2B
0	GATB
0	GATC
0	GATD1
0	GATD3A
0	GATD3B
0	GATM
0	GBA
0	GBA2
0	GBE1
0	GBF1
0	GBGT1
0	GBP1
0	GBP2
0	GBP3
0	GBP4
0	GBP5
0	GBP6
0	GCA
0	GCAT
0	GCC1
0	GCC2
0	GCDH
0	GCFC2
0	GCH1
0	GCHFR
0	GCKR
0	GCLC
0	GCLM
0	GCM1
0	GCN1
0	GCNT1
0	GCNT2
0	GCNT3
0	GCNT4
0	GCSAM
0	GCSAML
0	GCSH
0	GDAP2
0	GDE1
0	GDF11
0	GDF7
0	GDF9
0	GDI1
0	GDI2
0	GDPD1
0	GDPD3
0	GDPD5
0	GDPGP1
0	GEMIN2
0	GEMIN5
0	GEMIN6
0	GEMIN7
0	GEMIN8
0	GEN1
0	GET1
0	GET1-SH3BGR
0	GET3
0	GET4
0	GFAP
0	GFER
0	GFI1
0	GFI1B
0	GFM1
0	GFM2
0	GFOD1
0	GFPT1
0	GFRA2
0	GFUS
0	GGA2
0	GGA3
0	GGACT
0	GGCT
0	GGCX
0	GGH
0	GGNBP2
0	GGPS1
0	GGT1
0	GGT5
0	GGT6
0	GGT7
0	GHDC
0	GHITM
0	GID4
0	GID8
0	GIGYF2
0	GIMAP1-GIMAP5
0	GIMAP2
0	GIMAP5
0	GIMAP6
0	GIMAP7
0	GIMAP8
0	GIN1
0	GINM1
0	GINS1
0	GINS2
